Policy Area,Dataset,Variable,Year,Amount,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Employment & Income,Income,Median Household Income,2012,30087,"Census Tract 1908.02, Los Angeles County, California",190802,Hollywood,1400000US06037190802,"(34.094359, -118.3299175)",Median_Household_Income_2012_1400000US06037190802,01/01/2012
Employment & Income,Income,Median Household Income,2015,51592,"Census Tract 1113.01, Los Angeles County, California",111301,Granada Hills,1400000US06037111301,"(34.2610855, -118.5158815)",Median_Household_Income_2015_1400000US06037111301,01/01/2015
Employment & Income,Income,Median Household Income,2010,67390,"Census Tract 3005.02, Los Angeles County, California",300502,La Crescenta-Montrose,1400000US06037300502,"(34.2117495, -118.225292)",Median_Household_Income_2010_1400000US06037300502,01/01/2010
Employment & Income,Income,Median Household Income,2012,49427,"Census Tract 3019, Los Angeles County, California",301900,Glendale,1400000US06037301900,"(34.1558135, -118.2458445)",Median_Household_Income_2012_1400000US06037301900,01/01/2012
Employment & Income,Income,Median Household Income,2016,60885,"Census Tract 4016.01, Los Angeles County, California",401601,La Verne,1400000US06037401601,"(34.115101, -117.77002)",Median_Household_Income_2016_1400000US06037401601,01/01/2016
Employment & Income,Income,Median Household Income,2013,49975,"Census Tract 4029.02, Los Angeles County, California",402902,Pomona,1400000US06037402902,"(34.0337825, -117.7450525)",Median_Household_Income_2013_1400000US06037402902,01/01/2013
Employment & Income,Income,Median Household Income,2010,40392,"Census Tract 1345.22, Los Angeles County, California",134522,Canoga Park,1400000US06037134522,"(34.2046535, -118.6016945)",Median_Household_Income_2010_1400000US06037134522,01/01/2010
Employment & Income,Income,Median Household Income,2014,62426,"Census Tract 3112, Los Angeles County, California",311200,Burbank,1400000US06037311200,"(34.1714255, -118.3527755)",Median_Household_Income_2014_1400000US06037311200,01/01/2014
Employment & Income,Income,Median Household Income,2013,73125,"Census Tract 2975, Los Angeles County, California",297500,San Pedro,1400000US06037297500,"(33.713354, -118.3018828)",Median_Household_Income_2013_1400000US06037297500,01/01/2013
Employment & Income,Income,Median Household Income,2013,61840,"Census Tract 4828, Los Angeles County, California",482800,Monterey Park,1400000US06037482800,"(34.0362975, -118.1119885)",Median_Household_Income_2013_1400000US06037482800,01/01/2013
Employment & Income,Income,Median Household Income,2015,51900,"Census Tract 2699.04, Los Angeles County, California",269904,Palms,1400000US06037269904,"(34.0274735, -118.4121435)",Median_Household_Income_2015_1400000US06037269904,01/01/2015
Employment & Income,Income,Median Household Income,2012,128672,"Census Tract 4034.03, Los Angeles County, California",403403,Walnut,1400000US06037403403,"(34.0303525, -117.842746)",Median_Household_Income_2012_1400000US06037403403,01/01/2012
Employment & Income,Income,Median Household Income,2013,106336,"Census Tract 2754, Los Angeles County, California",275400,Del Rey,1400000US06037275400,"(33.9906355, -118.4389485)",Median_Household_Income_2013_1400000US06037275400,01/01/2013
Employment & Income,Income,Median Household Income,2010,57125,"Census Tract 5041.01, Los Angeles County, California",504101,La Mirada,1400000US06037504101,"(33.9097585, -118.033532)",Median_Household_Income_2010_1400000US06037504101,01/01/2010
Employment & Income,Income,Median Household Income,2013,106250,"Census Tract 3003.01, Los Angeles County, California",300301,Glendale,1400000US06037300301,"(34.248378, -118.2527395)",Median_Household_Income_2013_1400000US06037300301,01/01/2013
Employment & Income,Income,Median Household Income,2010,28794,"Census Tract 7001.02, Los Angeles County, California",700102,West Hollywood,1400000US06037700102,"(34.0889685, -118.3524115)",Median_Household_Income_2010_1400000US06037700102,01/01/2010
Employment & Income,Income,Median Household Income,2016,15350,"Census Tract 2075.02, Los Angeles County, California",207502,Downtown,1400000US06037207502,"(34.0524315, -118.253282)",Median_Household_Income_2016_1400000US06037207502,01/01/2016
Employment & Income,Income,Median Household Income,2010,37179,"Census Tract 2393.30, Los Angeles County, California",239330,Florence,1400000US06037239330,"(33.9785785, -118.262973)",Median_Household_Income_2010_1400000US06037239330,01/01/2010
Employment & Income,Income,Median Household Income,2012,65112,"Census Tract 7028.01, Los Angeles County, California",702801,Culver City,1400000US06037702801,"(34.010849, -118.410408)",Median_Household_Income_2012_1400000US06037702801,01/01/2012
Employment & Income,Income,Median Household Income,2015,55419,"Census Tract 1351.14, Los Angeles County, California",135114,Canoga Park,1400000US06037135114,"(34.1882935, -118.605996)",Median_Household_Income_2015_1400000US06037135114,01/01/2015
Employment & Income,Income,Median Household Income,2012,36061,"Census Tract 6025.05, Los Angeles County, California",602505,Hawthorne,1400000US06037602505,"(33.905555, -118.341668)",Median_Household_Income_2012_1400000US06037602505,01/01/2012
Employment & Income,Income,Median Household Income,2011,18131,"Census Tract 2091.03, Los Angeles County, California",209103,Westlake,1400000US06037209103,"(34.0570845, -118.2639395)",Median_Household_Income_2011_1400000US06037209103,01/01/2011
Employment & Income,Income,Median Household Income,2011,55039,"Census Tract 5749.02, Los Angeles County, California",574902,Long Beach,1400000US06037574902,"(33.790025, -118.1383855)",Median_Household_Income_2011_1400000US06037574902,01/01/2011
Employment & Income,Income,Median Household Income,2012,46944,"Census Tract 5025, Los Angeles County, California",502500,Pico Rivera,1400000US06037502500,"(33.976373, -118.1099205)",Median_Household_Income_2012_1400000US06037502500,01/01/2012
Employment & Income,Income,Median Household Income,2010,27443,"Census Tract 2349.02, Los Angeles County, California",234902,Hyde Park,1400000US06037234902,"(33.981753, -118.3346945)",Median_Household_Income_2010_1400000US06037234902,01/01/2010
Employment & Income,Income,Median Household Income,2015,93036,"Census Tract 5015.01, Los Angeles County, California",501501,Whittier,1400000US06037501501,"(34.002062, -118.0303905)",Median_Household_Income_2015_1400000US06037501501,01/01/2015
Employment & Income,Income,Median Household Income,2016,38923,"Census Tract 5544.03, Los Angeles County, California",554403,Bellflower,1400000US06037554403,"(33.873679, -118.1382425)",Median_Household_Income_2016_1400000US06037554403,01/01/2016
Employment & Income,Income,Median Household Income,2010,50438,"Census Tract 1898, Los Angeles County, California",189800,Hollywood,1400000US06037189800,"(34.0980545, -118.359927)",Median_Household_Income_2010_1400000US06037189800,01/01/2010
Employment & Income,Income,Median Household Income,2010,41759,"Census Tract 2014.01, Los Angeles County, California",201401,El Sereno,1400000US06037201401,"(34.0809785, -118.18591)",Median_Household_Income_2010_1400000US06037201401,01/01/2010
Employment & Income,Income,Median Household Income,2011,43306,"Census Tract 9006.05, Los Angeles County, California",900605,Lancaster,1400000US06037900605,"(34.7043045, -118.085977)",Median_Household_Income_2011_1400000US06037900605,01/01/2011
Employment & Income,Income,Median Household Income,2011,46640,"Census Tract 4816.04, Los Angeles County, California",481604,Alhambra,1400000US06037481604,"(34.0838015, -118.126219)",Median_Household_Income_2011_1400000US06037481604,01/01/2011
Employment & Income,Income,Median Household Income,2011,47292,"Census Tract 2751.02, Los Angeles County, California",275102,Del Rey,1400000US06037275102,"(33.9978895, -118.4109765)",Median_Household_Income_2011_1400000US06037275102,01/01/2011
Employment & Income,Income,Median Household Income,2014,59952,"Census Tract 6022, Los Angeles County, California",602200,Del Aire,1400000US06037602200,"(33.92363, -118.369832)",Median_Household_Income_2014_1400000US06037602200,01/01/2014
Employment & Income,Income,Median Household Income,2016,59360,"Census Tract 5300.04, Los Angeles County, California",530004,Montebello,1400000US06037530004,"(34.0224325, -118.089527)",Median_Household_Income_2016_1400000US06037530004,01/01/2016
Employment & Income,Income,Median Household Income,2012,31625,"Census Tract 2220.01, Los Angeles County, California",222001,Jefferson Park,1400000US06037222001,"(34.0282015, -118.3132745)",Median_Household_Income_2012_1400000US06037222001,01/01/2012
Employment & Income,Income,Median Household Income,2013,33347,"Census Tract 4333.05, Los Angeles County, California",433305,El Monte,1400000US06037433305,"(34.0700755, -118.0125525)",Median_Household_Income_2013_1400000US06037433305,01/01/2013
Employment & Income,Income,Median Household Income,2014,46506,"Census Tract 5405.01, Los Angeles County, California",540501,Lynwood,1400000US06037540501,"(33.9238845, -118.2198235)",Median_Household_Income_2014_1400000US06037540501,01/01/2014
Employment & Income,Income,Median Household Income,2014,61898,"Census Tract 1237, Los Angeles County, California",123700,Valley Glen,1400000US06037123700,"(34.184859, -118.409517)",Median_Household_Income_2014_1400000US06037123700,01/01/2014
Employment & Income,Income,Median Household Income,2010,106083,"Census Tract 1437, Los Angeles County, California",143700,Hollywood Hills,1400000US06037143700,"(34.128096, -118.358231)",Median_Household_Income_2010_1400000US06037143700,01/01/2010
Employment & Income,Income,Median Household Income,2011,31818,"Census Tract 1914.10, Los Angeles County, California",191410,East Hollywood,1400000US06037191410,"(34.0887575, -118.288114)",Median_Household_Income_2011_1400000US06037191410,01/01/2011
Employment & Income,Income,Median Household Income,2015,33056,"Census Tract 1912.01, Los Angeles County, California",191201,East Hollywood,1400000US06037191201,"(34.0985005, -118.296143)",Median_Household_Income_2015_1400000US06037191201,01/01/2015
Employment & Income,Income,Median Household Income,2013,36048,"Census Tract 2352.01, Los Angeles County, California",235201,Hyde Park,1400000US06037235201,"(33.9744985, -118.322127)",Median_Household_Income_2013_1400000US06037235201,01/01/2013
Employment & Income,Income,Median Household Income,2012,41037,"Census Tract 2125.02, Los Angeles County, California",212502,Koreatown,1400000US06037212502,"(34.0580795, -118.306623)",Median_Household_Income_2012_1400000US06037212502,01/01/2012
Employment & Income,Income,Median Household Income,2016,76543,"Census Tract 2933.01, Los Angeles County, California",293301,Harbor City,1400000US06037293301,"(33.8102215, -118.303639)",Median_Household_Income_2016_1400000US06037293301,01/01/2016
Employment & Income,Income,Median Household Income,2014,35688,"Census Tract 4324.02, Los Angeles County, California",432402,El Monte,1400000US06037432402,"(34.0855885, -118.027564)",Median_Household_Income_2014_1400000US06037432402,01/01/2014
Employment & Income,Income,Median Household Income,2015,35943,"Census Tract 2372.02, Los Angeles County, California",237202,Chesterfield Square,1400000US06037237202,"(33.985482, -118.310035)",Median_Household_Income_2015_1400000US06037237202,01/01/2015
Employment & Income,Income,Median Household Income,2014,28542,"Census Tract 2214.02, Los Angeles County, California",221402,Harvard Heights,1400000US06037221402,"(34.038279, -118.308985)",Median_Household_Income_2014_1400000US06037221402,01/01/2014
Employment & Income,Income,Median Household Income,2011,43780,"Census Tract 5340.02, Los Angeles County, California",534002,Bell Gardens,1400000US06037534002,"(33.9670875, -118.139073)",Median_Household_Income_2011_1400000US06037534002,01/01/2011
Employment & Income,Income,Median Household Income,2013,55859,"Census Tract 4076.01, Los Angeles County, California",407601,La Puente,1400000US06037407601,"(34.0383465, -117.947004)",Median_Household_Income_2013_1400000US06037407601,01/01/2013
Employment & Income,Income,Median Household Income,2013,30294,"Census Tract 2222, Los Angeles County, California",222200,Adams-Normandie,1400000US06037222200,"(34.0309165, -118.302424)",Median_Household_Income_2013_1400000US06037222200,01/01/2013
Employment & Income,Income,Median Household Income,2015,120526,"Census Tract 9203.39, Los Angeles County, California",920339,Unincorporated Santa Susana Mountains,1400000US06037920339,"(34.4151555, -118.6238155)",Median_Household_Income_2015_1400000US06037920339,01/01/2015
Employment & Income,Income,Median Household Income,2013,37321,"Census Tract 9105.04, Los Angeles County, California",910504,Palmdale,1400000US06037910504,"(34.568302, -118.105125)",Median_Household_Income_2013_1400000US06037910504,01/01/2013
Employment & Income,Income,Median Household Income,2015,95714,"Census Tract 1394.02, Los Angeles County, California",139402,Tarzana,1400000US06037139402,"(34.1677675, -118.548778)",Median_Household_Income_2015_1400000US06037139402,01/01/2015
Employment & Income,Income,Median Household Income,2013,32459,"Census Tract 2409, Los Angeles County, California",240900,Green Meadows,1400000US06037240900,"(33.9348825, -118.261859)",Median_Household_Income_2013_1400000US06037240900,01/01/2013
Employment & Income,Income,Median Household Income,2013,80625,"Census Tract 5037.02, Los Angeles County, California",503702,East La Mirada,1400000US06037503702,"(33.9235475, -117.985447)",Median_Household_Income_2013_1400000US06037503702,01/01/2013
Employment & Income,Income,Median Household Income,2011,27542,"Census Tract 2313, Los Angeles County, California",231300,Exposition Park,1400000US06037231300,"(34.0145435, -118.304539)",Median_Household_Income_2011_1400000US06037231300,01/01/2011
Employment & Income,Income,Median Household Income,2010,76012,"Census Tract 4035, Los Angeles County, California",403500,Ramona,1400000US06037403500,"(34.0618395, -117.8491905)",Median_Household_Income_2010_1400000US06037403500,01/01/2010
Employment & Income,Income,Median Household Income,2010,43381,"Census Tract 1154.04, Los Angeles County, California",115404,Northridge,1400000US06037115404,"(34.2257645, -118.5412445)",Median_Household_Income_2010_1400000US06037115404,01/01/2010
Employment & Income,Income,Median Household Income,2014,97438,"Census Tract 5545.18, Los Angeles County, California",554518,Cerritos,1400000US06037554518,"(33.8660225, -118.037583)",Median_Household_Income_2014_1400000US06037554518,01/01/2014
Employment & Income,Income,Median Household Income,2010,34722,"Census Tract 2372.01, Los Angeles County, California",237201,Vermont-Slauson,1400000US06037237201,"(33.985727, -118.299118)",Median_Household_Income_2010_1400000US06037237201,01/01/2010
Employment & Income,Income,Median Household Income,2014,143454,"Census Tract 9201.07, Los Angeles County, California",920107,Santa Clarita,1400000US06037920107,"(34.4512955, -118.580658)",Median_Household_Income_2014_1400000US06037920107,01/01/2014
Employment & Income,Income,Median Household Income,2010,34882,"Census Tract 2294.10, Los Angeles County, California",229410,South Park,1400000US06037229410,"(33.9922445, -118.2695665)",Median_Household_Income_2010_1400000US06037229410,01/01/2010
Employment & Income,Income,Median Household Income,2015,56468,"Census Tract 5770, Los Angeles County, California",577000,Long Beach,1400000US06037577000,"(33.7789585, -118.137556)",Median_Household_Income_2015_1400000US06037577000,01/01/2015
Employment & Income,Income,Median Household Income,2012,106821,"Census Tract 9201.16, Los Angeles County, California",920116,Castaic,1400000US06037920116,"(34.4830095, -118.6364085)",Median_Household_Income_2012_1400000US06037920116,01/01/2012
Employment & Income,Income,Median Household Income,2013,36828,"Census Tract 2118.04, Los Angeles County, California",211804,Koreatown,1400000US06037211804,"(34.0671615, -118.3066105)",Median_Household_Income_2013_1400000US06037211804,01/01/2013
Employment & Income,Income,Median Household Income,2010,88125,"Census Tract 4303.01, Los Angeles County, California",430301,Monrovia,1400000US06037430301,"(34.172824, -117.9820805)",Median_Household_Income_2010_1400000US06037430301,01/01/2010
Employment & Income,Income,Median Household Income,2016,56250,"Census Tract 4309.01, Los Angeles County, California",430901,Monrovia,1400000US06037430901,"(34.1406955, -118.01286)",Median_Household_Income_2016_1400000US06037430901,01/01/2016
Employment & Income,Income,Median Household Income,2010,193464,"Census Tract 4607, Los Angeles County, California",460700,La Canada Flintridge,1400000US06037460700,"(34.1946605, -118.196153)",Median_Household_Income_2010_1400000US06037460700,01/01/2010
Employment & Income,Income,Median Household Income,2010,73092,"Census Tract 4087.05, Los Angeles County, California",408705,Rowland Heights,1400000US06037408705,"(33.981461, -117.8780945)",Median_Household_Income_2010_1400000US06037408705,01/01/2010
Employment & Income,Income,Median Household Income,2012,96579,"Census Tract 6507.01, Los Angeles County, California",650701,Torrance,1400000US06037650701,"(33.8313195, -118.353571)",Median_Household_Income_2012_1400000US06037650701,01/01/2012
Employment & Income,Income,Median Household Income,2013,60149,"Census Tract 4628, Los Angeles County, California",462800,Pasadena,1400000US06037462800,"(34.152173, -118.103306)",Median_Household_Income_2013_1400000US06037462800,01/01/2013
Employment & Income,Income,Median Household Income,2010,95036,"Census Tract 9200.12, Los Angeles County, California",920012,Castaic Canyons,1400000US06037920012,"(34.602204, -118.370304)",Median_Household_Income_2010_1400000US06037920012,01/01/2010
Employment & Income,Income,Median Household Income,2010,,"Census Tract 9800.33, Los Angeles County, California",980033,San Pedro,1400000US06037980033,"(33.7513514674, -118.216154)",Median_Household_Income_2010_1400000US06037980033,01/01/2010
Employment & Income,Income,Median Household Income,2013,76760,"Census Tract 5712, Los Angeles County, California",571200,Long Beach,1400000US06037571200,"(33.839673, -118.133678)",Median_Household_Income_2013_1400000US06037571200,01/01/2013
Employment & Income,Income,Median Household Income,2011,36841,"Census Tract 5351.01, Los Angeles County, California",535101,Florence-Firestone,1400000US06037535101,"(33.964088, -118.24764)",Median_Household_Income_2011_1400000US06037535101,01/01/2011
Employment & Income,Income,Median Household Income,2010,71000,"Census Tract 1190.01, Los Angeles County, California",119001,Arleta,1400000US06037119001,"(34.232289, -118.4180405)",Median_Household_Income_2010_1400000US06037119001,01/01/2010
Employment & Income,Income,Median Household Income,2015,85878,"Census Tract 1873, Los Angeles County, California",187300,Silver Lake,1400000US06037187300,"(34.101596, -118.257665)",Median_Household_Income_2015_1400000US06037187300,01/01/2015
Employment & Income,Income,Median Household Income,2014,76271,"Census Tract 2756.02, Los Angeles County, California",275602,Playa Vista,1400000US06037275602,"(33.9755865, -118.414947)",Median_Household_Income_2014_1400000US06037275602,01/01/2014
Employment & Income,Income,Median Household Income,2015,63723,"Census Tract 5514.02, Los Angeles County, California",551402,Downey,1400000US06037551402,"(33.941069, -118.145972)",Median_Household_Income_2015_1400000US06037551402,01/01/2015
Employment & Income,Income,Median Household Income,2014,108421,"Census Tract 9108.10, Los Angeles County, California",910810,Castaic Canyons,1400000US06037910810,"(34.45705, -118.360889)",Median_Household_Income_2014_1400000US06037910810,01/01/2014
Employment & Income,Income,Median Household Income,2012,60513,"Census Tract 5771, Los Angeles County, California",577100,Long Beach,1400000US06037577100,"(33.7707995, -118.148066)",Median_Household_Income_2012_1400000US06037577100,01/01/2012
Employment & Income,Income,Median Household Income,2011,48478,"Census Tract 2699.07, Los Angeles County, California",269907,Palms,1400000US06037269907,"(34.0277405, -118.4066145)",Median_Household_Income_2011_1400000US06037269907,01/01/2011
Employment & Income,Income,Median Household Income,2015,50441,"Census Tract 5535.03, Los Angeles County, California",553503,Paramount,1400000US06037553503,"(33.9130005, -118.153897)",Median_Household_Income_2015_1400000US06037553503,01/01/2015
Employment & Income,Income,Median Household Income,2015,70000,"Census Tract 2170.01, Los Angeles County, California",217001,Pico-Robertson,1400000US06037217001,"(34.0519395, -118.3873275)",Median_Household_Income_2015_1400000US06037217001,01/01/2015
Employment & Income,Income,Median Household Income,2011,26683,"Census Tract 1907, Los Angeles County, California",190700,Hollywood,1400000US06037190700,"(34.098, -118.332675)",Median_Household_Income_2011_1400000US06037190700,01/01/2011
Employment & Income,Income,Median Household Income,2016,47122,"Census Tract 4301.01, Los Angeles County, California",430101,Duarte,1400000US06037430101,"(34.13806, -117.976469)",Median_Household_Income_2016_1400000US06037430101,01/01/2016
Employment & Income,Income,Median Household Income,2010,43088,"Census Tract 6018.02, Los Angeles County, California",601802,Lennox,1400000US06037601802,"(33.9400165, -118.350423)",Median_Household_Income_2010_1400000US06037601802,01/01/2010
Employment & Income,Income,Median Household Income,2014,51250,"Census Tract 4082.02, Los Angeles County, California",408202,Industry,1400000US06037408202,"(34.021924, -117.9637775)",Median_Household_Income_2014_1400000US06037408202,01/01/2014
Employment & Income,Income,Median Household Income,2010,41067,"Census Tract 1273, Los Angeles County, California",127300,Van Nuys,1400000US06037127300,"(34.2087545, -118.4697515)",Median_Household_Income_2010_1400000US06037127300,01/01/2010
Employment & Income,Income,Median Household Income,2014,80585,"Census Tract 1112.01, Los Angeles County, California",111201,Granada Hills,1400000US06037111201,"(34.275029, -118.50855)",Median_Household_Income_2014_1400000US06037111201,01/01/2014
Employment & Income,Income,Median Household Income,2010,30236,"Census Tract 2412.01, Los Angeles County, California",241201,Vermont Vista,1400000US06037241201,"(33.9402795, -118.2857015)",Median_Household_Income_2010_1400000US06037241201,01/01/2010
Employment & Income,Income,Median Household Income,2014,105304,"Census Tract 9200.28, Los Angeles County, California",920028,Santa Clarita,1400000US06037920028,"(34.4364445, -118.4883265)",Median_Household_Income_2014_1400000US06037920028,01/01/2014
Employment & Income,Income,Median Household Income,2013,48638,"Census Tract 4822.02, Los Angeles County, California",482202,Monterey Park,1400000US06037482202,"(34.0589445, -118.112421)",Median_Household_Income_2013_1400000US06037482202,01/01/2013
Employment & Income,Income,Median Household Income,2013,63250,"Census Tract 4046, Los Angeles County, California",404600,Irwindale,1400000US06037404600,"(34.108944, -117.966677)",Median_Household_Income_2013_1400000US06037404600,01/01/2013
Employment & Income,Income,Median Household Income,2012,34286,"Census Tract 2201, Los Angeles County, California",220100,Baldwin Hills/Crenshaw,1400000US06037220100,"(34.0241755, -118.3664325)",Median_Household_Income_2012_1400000US06037220100,01/01/2012
Employment & Income,Income,Median Household Income,2013,38603,"Census Tract 1271.04, Los Angeles County, California",127104,Van Nuys,1400000US06037127104,"(34.2056005, -118.4356785)",Median_Household_Income_2013_1400000US06037127104,01/01/2013
Employment & Income,Income,Median Household Income,2016,85186,"Census Tract 4081.35, Los Angeles County, California",408135,West Covina,1400000US06037408135,"(34.0169595, -117.8983025)",Median_Household_Income_2016_1400000US06037408135,01/01/2016
Employment & Income,Income,Median Household Income,2010,105455,"Census Tract 5775.01, Los Angeles County, California",577501,Long Beach,1400000US06037577501,"(33.7547985, -118.1215115)",Median_Household_Income_2010_1400000US06037577501,01/01/2010
Employment & Income,Income,Median Household Income,2016,55500,"Census Tract 4057.02, Los Angeles County, California",405702,Covina,1400000US06037405702,"(34.092311, -117.9121105)",Median_Household_Income_2016_1400000US06037405702,01/01/2016
Employment & Income,Income,Median Household Income,2016,46198,"Census Tract 2188, Los Angeles County, California",218800,Arlington Heights,1400000US06037218800,"(34.037556, -118.323034)",Median_Household_Income_2016_1400000US06037218800,01/01/2016
Employment & Income,Income,Median Household Income,2014,75909,"Census Tract 4613, Los Angeles County, California",461300,Altadena,1400000US06037461300,"(34.1738235, -118.113483)",Median_Household_Income_2014_1400000US06037461300,01/01/2014
Employment & Income,Income,Median Household Income,2013,25296,"Census Tract 2044.20, Los Angeles County, California",204420,Boyle Heights,1400000US06037204420,"(34.0445335, -118.211622)",Median_Household_Income_2013_1400000US06037204420,01/01/2013
Employment & Income,Income,Median Household Income,2016,83941,"Census Tract 7008.01, Los Angeles County, California",700801,Beverly Hills,1400000US06037700801,"(34.0741065, -118.400005)",Median_Household_Income_2016_1400000US06037700801,01/01/2016
Employment & Income,Income,Median Household Income,2012,41000,"Census Tract 1271.03, Los Angeles County, California",127103,Van Nuys,1400000US06037127103,"(34.2046925, -118.42898)",Median_Household_Income_2012_1400000US06037127103,01/01/2012
Employment & Income,Income,Median Household Income,2015,110313,"Census Tract 4612, Los Angeles County, California",461200,Altadena,1400000US06037461200,"(34.1801065, -118.113418)",Median_Household_Income_2015_1400000US06037461200,01/01/2015
Employment & Income,Income,Median Household Income,2013,44583,"Census Tract 1899.04, Los Angeles County, California",189904,Hollywood,1400000US06037189904,"(34.099793, -118.346538)",Median_Household_Income_2013_1400000US06037189904,01/01/2013
Employment & Income,Income,Median Household Income,2016,49620,"Census Tract 1899.02, Los Angeles County, California",189902,Hollywood,1400000US06037189902,"(34.0961785, -118.3490045)",Median_Household_Income_2016_1400000US06037189902,01/01/2016
Employment & Income,Income,Median Household Income,2010,42900,"Census Tract 6031.02, Los Angeles County, California",603102,Gardena,1400000US06037603102,"(33.877144, -118.295371)",Median_Household_Income_2010_1400000US06037603102,01/01/2010
Employment & Income,Income,Median Household Income,2015,98377,"Census Tract 4086.24, Los Angeles County, California",408624,Hacienda Heights,1400000US06037408624,"(33.9940835, -117.949281)",Median_Household_Income_2015_1400000US06037408624,01/01/2015
Employment & Income,Income,Median Household Income,2011,62386,"Census Tract 1831.01, Los Angeles County, California",183101,Highland Park,1400000US06037183101,"(34.1213355, -118.1819855)",Median_Household_Income_2011_1400000US06037183101,01/01/2011
Employment & Income,Income,Median Household Income,2016,82794,"Census Tract 3015.01, Los Angeles County, California",301501,Glendale,1400000US06037301501,"(34.17504, -118.2872505)",Median_Household_Income_2016_1400000US06037301501,01/01/2016
Employment & Income,Income,Median Household Income,2011,49291,"Census Tract 5418.02, Los Angeles County, California",541802,Lynwood,1400000US06037541802,"(33.9098975, -118.186707)",Median_Household_Income_2011_1400000US06037541802,01/01/2011
Employment & Income,Income,Median Household Income,2010,30417,"Census Tract 2283.10, Los Angeles County, California",228310,Historic South-Central,1400000US06037228310,"(34.011872, -118.262852)",Median_Household_Income_2010_1400000US06037228310,01/01/2010
Employment & Income,Income,Median Household Income,2016,31920,"Census Tract 4334.03, Los Angeles County, California",433403,El Monte,1400000US06037433403,"(34.0624165, -118.025695)",Median_Household_Income_2016_1400000US06037433403,01/01/2016
Employment & Income,Income,Median Household Income,2013,70295,"Census Tract 7030.01, Los Angeles County, California",703001,Ladera Heights,1400000US06037703001,"(33.994652, -118.384058)",Median_Household_Income_2013_1400000US06037703001,01/01/2013
Employment & Income,Income,Median Household Income,2014,35904,"Census Tract 4315.01, Los Angeles County, California",431501,Temple City,1400000US06037431501,"(34.0998655, -118.033)",Median_Household_Income_2014_1400000US06037431501,01/01/2014
Employment & Income,Income,Median Household Income,2012,93934,"Census Tract 6201.01, Los Angeles County, California",620101,El Segundo,1400000US06037620101,"(33.927506, -118.4199925)",Median_Household_Income_2012_1400000US06037620101,01/01/2012
Employment & Income,Income,Median Household Income,2014,44462,"Census Tract 3020.02, Los Angeles County, California",302002,Glendale,1400000US06037302002,"(34.1490325, -118.24991)",Median_Household_Income_2014_1400000US06037302002,01/01/2014
Employment & Income,Income,Median Household Income,2010,43893,"Census Tract 5535.03, Los Angeles County, California",553503,Paramount,1400000US06037553503,"(33.9130005, -118.153897)",Median_Household_Income_2010_1400000US06037553503,01/01/2010
Employment & Income,Income,Median Household Income,2016,77125,"Census Tract 1286.02, Los Angeles County, California",128602,Sherman Oaks,1400000US06037128602,"(34.1712145, -118.4356065)",Median_Household_Income_2016_1400000US06037128602,01/01/2016
Employment & Income,Income,Median Household Income,2013,69922,"Census Tract 2151.02, Los Angeles County, California",215102,Mid-Wilshire,1400000US06037215102,"(34.0648495, -118.3456205)",Median_Household_Income_2013_1400000US06037215102,01/01/2013
Employment & Income,Income,Median Household Income,2010,72917,"Census Tract 5712, Los Angeles County, California",571200,Long Beach,1400000US06037571200,"(33.839673, -118.133678)",Median_Household_Income_2010_1400000US06037571200,01/01/2010
Employment & Income,Income,Median Household Income,2013,31168,"Census Tract 7001.01, Los Angeles County, California",700101,West Hollywood,1400000US06037700101,"(34.092577, -118.352461)",Median_Household_Income_2013_1400000US06037700101,01/01/2013
Employment & Income,Income,Median Household Income,2014,52292,"Census Tract 5306.01, Los Angeles County, California",530601,East Los Angeles,1400000US06037530601,"(34.053217, -118.1753095)",Median_Household_Income_2014_1400000US06037530601,01/01/2014
Employment & Income,Income,Median Household Income,2013,39063,"Census Tract 6025.07, Los Angeles County, California",602507,Hawthorne,1400000US06037602507,"(33.9037475, -118.330837)",Median_Household_Income_2013_1400000US06037602507,01/01/2013
Employment & Income,Income,Median Household Income,2014,76667,"Census Tract 4045.03, Los Angeles County, California",404503,Vincent,1400000US06037404503,"(34.110534, -117.9121425)",Median_Household_Income_2014_1400000US06037404503,01/01/2014
Employment & Income,Income,Median Household Income,2013,66176,"Census Tract 4827.02, Los Angeles County, California",482702,Monterey Park,1400000US06037482702,"(34.042508, -118.1351495)",Median_Household_Income_2013_1400000US06037482702,01/01/2013
Employment & Income,Income,Median Household Income,2014,39736,"Census Tract 5348.02, Los Angeles County, California",534802,Walnut Park,1400000US06037534802,"(33.9711215, -118.2213815)",Median_Household_Income_2014_1400000US06037534802,01/01/2014
Employment & Income,Income,Median Household Income,2011,144457,"Census Tract 6208, Los Angeles County, California",620800,Manhattan Beach,1400000US06037620800,"(33.8800905, -118.387312)",Median_Household_Income_2011_1400000US06037620800,01/01/2011
Employment & Income,Income,Median Household Income,2016,41250,"Census Tract 4825.02, Los Angeles County, California",482502,Rosemead,1400000US06037482502,"(34.058981, -118.1037825)",Median_Household_Income_2016_1400000US06037482502,01/01/2016
Employment & Income,Income,Median Household Income,2015,85735,"Census Tract 4313, Los Angeles County, California",431300,Mayflower Village,1400000US06037431300,"(34.1248395, -118.007363)",Median_Household_Income_2015_1400000US06037431300,01/01/2015
